	address	name	title	График работы	Опыт работы	Сфера деятельности
10190	Москва, м. Юго-Западная, проспект Вернадского	shtatnyy_voditel_taksi_6040-60_voditelyu_1627956549	Штатный водитель такси 60/40-60 водителю	свободный график	не имеет значения	Автомобильный бизнес
10191	Москва, м. Щукинская, улица Маршала Василевского, 17	ohrannik_makdonalds_moskva_i_podmoskove_1700083404	Охранник Макдоналдс Москва и Подмосковье	сменный график	не имеет значения	Охрана, безопасность
10192	"м. Проспект Мира,  
 Улица проспект мира дом 26 строение 1"	administrator_salona_krasoty_962449200	Администратор салона красоты			
10193	Москва, м. Кунцевская, Рябиновая улица, 32	gruzchik_1353287983	Грузчик			
10194	"м. Теплый стан,  
 ул . Профсоюзная, дом. 145 ."	avtomalyar_413449122	Автомаляр	полный день	более 3 лет	Автомобильный бизнес
10195	"м. Каховская,  
 москва, чонгарский бульвар д. 26А корпус 1"	master_manikyura-pedikyura_1535933831	Мастер маникюра-педикюра	сменный график	более 1 года	Фитнес, салоны красоты
10196	Москва, м. Комсомольская, метро Комсомольская	prodavets_-_kassir_vahta_pitanie_zhile_1580977501	Продавец - Кассир (Вахта, Питание, Жилье)	вахтовый метод	не имеет значения	Продажи
10197	Москва, м. Славянский бульвар, Славянский бульвар	pedagog_v_tsentr_razvitiya_detey_i_yunoshestva_1276583067	Педагог в центр развития детей и юношества	неполный день	более 1 года	Образование, наука
10198	Москва, м. Динамо, метро Динамо	povar_953123131	Повар	сменный график	не имеет значения	Туризм, рестораны
10199	"м. Выхино,  
 Вешняковская 16Г"	shinomontazhnik_1167882434	Шиномонтажник	сменный график	более 3 лет	Автомобильный бизнес
10200	Москва, м. Медведково, метро Медведково	ohrannik_834417453	Охранник			
10201	Россия, Московская область, Балашиха, Западная коммунальная зона, шоссе Энтузиастов, вл1А	remont_avtomaticheskih_vorot_shlagbaumov_313819239	Ремонт автоматических ворот, шлагбаумов			
10202	"м. Водный стадион,  
 4-ый Лихачевский пер 13 c1"	shveya_zhenskoy_odezhdy_1221219765	Швея женской одежды			
10203	Москва, м. Выхино, метро Выхино	sotrudnik_sklada_1428191104	Сотрудник склада	сменный график	не имеет значения	Без опыта, студенты
10204	"м. Охотный ряд,  
 Москва"	shtukatur_vahta_sever_1635905415	Штукатур (вахта север)	вахтовый метод	более 1 года	Строительство
10205		vrach-stomatolog_429548630	Врач-стоматолог			
10206	Москва, м. Царицыно, метро Царицыно	komplektovschik_1638809447	Комплектовщик	сменный график	более 1 года	Транспорт, логистика
10207	Москва, м. Новые Черемушки, улица Намёткина, 8с1	bytovoy_tehnik_1438360146	Бытовой техник	полный день	более 1 года	ЖКХ, эксплуатация
10209	Москва, м. Юго-Западная, проспект Вернадского, 78с8	kurer_1536675084	Курьер	полный день	не имеет значения	Без опыта, студенты
10211	Москва, м. Южная, Варшавское шоссе (дублёр)	administrator_1483910663	Администратор	полный день	не имеет значения	Фитнес, салоны красоты
10212	Москва, м. Кожуховская, Южнопортовая улица, 28Ас17	voditel_samosvala_1607503232	Водитель самосвала	вахтовый метод	более 1 года	Транспорт, логистика
10213	Москва, м. Нижегородская, Нижегородская улица, 29-33	zaveduyuschiy_proizvodstvom_direktor_na_proizvodstvo_1103873305	Заведующий производством, директор на производство			
10214	Москва, м. Аннино, метро Аннино	kassir_1496489322	Кассир	сменный график	не имеет значения	Продажи
10215		ohrannik_bez_litsenzii_1162149349	Охранник (без лицензии)	вахтовый метод	не имеет значения	Охрана, безопасность
10216	Москва, м. Новые Черемушки, улица Академика Пилюгина, 22к1	vospitatel_v_chastnyy_detskiy_sad_1669825911	Воспитатель в частный детский сад	полный день	более 1 года	Образование, наука
10217	Москва, м. Шелепиха, 2-я Магистральная улица, 18с8	mashinist_gusinichnogo_ekskavatora_1395364510	Машинист гусиничного экскаватора			
10218	Москва, м. Электрозаводская, Большая Почтовая улица, 26Вс2	sotrudnik_sluzhby_ohrany_1553269936	Сотрудник службы охраны	вахтовый метод	не имеет значения	Охрана, безопасность
10219	Москва, м. Сходненская, метро Сходненская	kurer_1255304303	Курьер			
10220	Москва, м. Профсоюзная, Калужско-Рижская линия, метро Профсоюзная	prodazha_tsvetov_1069041412	Продажа цветов	сменный график	не имеет значения	Продажи
10221	"м. Волгоградский проспект,  
 ул Талалихина, 41с8"	voditel_1669956978	Водитель	полный день	более 3 лет	Транспорт, логистика
10222	"м. Площадь революции,  
 Москва"	vahta_prozhivanie_voditel_shtabelera_1396521153	Вахта проживание, водитель штабелера	вахтовый метод	более 1 года	Производство, сырьё, с/х
10223	"м. Площадь революции,  
 Москва"	ofis-menedzher_1265295838	Офис-менеджер	полный день	более 1 года	Охрана, безопасность
10225	Москва, м. Проспект Вернадского, проспект Вернадского, 39	prodavets-kassir_m._prospekt_vernadskogo_1177034905	Продавец-кассир (м. Проспект Вернадского)	сменный график	не имеет значения	Продажи
10228	"м. Румянцево,  
 Солнцевский проспект, д.21"	ohrannik_dnevnoy_v_solntsevo_828945076	Охранник дневной в Солнцево	сменный график	не имеет значения	Охрана, безопасность
10229	Москва, м. Рижская, Мытищинский проезд, 4	avtoslesar-_universal_1353066145	Автослесарь- универсал			
10230		trebuetsya_master_manikyura_i_pedikyura_797847586	Требуется мастер маникюра и педикюра	сменный график	более 1 года	Фитнес, салоны красоты
10231	Москва, м. Бабушкинская, Полярная улица, 7к2	mebel_1697989242	Мебель	полный день	не имеет значения	Продажи
10232	Москва, м. Сокол, Ленинградский проспект	stomatolog-terapevt_1436999845	Стоматолог-терапевт			
10233	Москва, м. Тульская, Люсиновская улица, 70	kassir_m._tulskaya_shabolovskaya_1097786577	Кассир м. Тульская Шаболовская	сменный график	не имеет значения	Продажи
10235	Москва, м. Улица академика Янгеля, Кировоградская улица, 25к2	voditeli_na_samosval_kategoriya_s_1031558099	Водители на самосвал, категория С	сменный график	более 3 лет	Транспорт, логистика
10236	Москва, м. Домодедовская, метро Домодедовская	kassir_internet-magazina_802487131	Кассир интернет-магазина	сменный график	более 1 года	Продажи
10237	Москва, м. Калужская, Профсоюзная улица	glavnyy_buhgalter_1611277102	Главный бухгалтер			
10239	Московское центральное кольцо, Москва, м. Нижегородская, станция Нижегородская	prodavets_-_konsultant_moskva_921656391	Продавец - консультант (Москва)	сменный график	не имеет значения	Продажи
10240	"м. Новые Черемушки,  
 Наметкина, 3"	parikmaher-universal_1203575918	Парикмахер-универсал	полный день	более 3 лет	Фитнес, салоны красоты
10241	Москва, м. Белорусская, 2-я Брестская улица, 37с1	rabotnik_torgovogo_zala_1628084834	Работник торгового зала	сменный график	не имеет значения	Продажи
10242	Москва, м. Варшавская, Котляковская улица, 4с4	voditel-ekspeditor_1182280094	Водитель-экспедитор			
10243	Москва, м. Текстильщики, Волгоградский проспект, 45	stiralschik_1531460083	Стиральщик	полный день	не имеет значения	Без опыта, студенты
10244	Москва, м. Бунинская аллея, Южнобутовская улица, 113	uborschitsak_1505630264	Уборщица/к			
10246		ohrannik_vahta_bez_litsenzii_1180124722	Охранник вахта (без лицензии)	вахтовый метод	не имеет значения	Охрана, безопасность
10248	"м. Площадь революции,  
 Москва"	upakovschik_tsa_iphone_x_1289679950	Упаковщик (ца) iPhone X	вахтовый метод	не имеет значения	Без опыта, студенты
10250	Москва, м. Севастопольская, улица Каховка, 11к1	prodavets-konsultant_avtozapchastey_1165421533	Продавец-консультант автозапчастей			
10251	Москва, м. Бульвар Рокоссовского, Тюменский проезд, 5	voditel_taksi_v_moskve._prozhivanie_besplatno_1357952985	Водитель такси в Москве. Проживание бесплатно	вахтовый метод	не имеет значения	Транспорт, логистика
10252	Москва, м. Новогиреево, Кетчерская улица, 16	uchetchik_belya_1573533671	Учетчик белья	сменный график	не имеет значения	Без опыта, студенты
10253	Москва, м. Домодедовская, Замоскворецкая линия, метро Домодедовская	prodavets-konsultant_1450381213	Продавец-консультант	сменный график	не имеет значения	Продажи
10254	"м. Площадь революции,  
 Москва"	ofitsiant_1046565756	Официант			
10256	Калининско-Солнцевская линия, Москва, м. Раменки, метро Раменки	prodavets-kassir_1294833801	Продавец-кассир	сменный график	не имеет значения	Продажи
10258	Москва, м. Багратионовская, улица Барклая, 8	kassir_1047791357	Кассир	полный день	не имеет значения	Туризм, рестораны
10259	"м. Шаболовская,  
 Шаболовка 63"	ofitsiant_433919397	Официант	полный день	более 1 года	Туризм, рестораны
10260	Москва, м. Марьина Роща, метро Марьина Роща	uborschitsak_1619679037	Уборщица/к	полный день	не имеет значения	Продажи
10261	"м. Чистые пруды,  
 Чистопрудный бульвар, 9 строение 1"	master_manikyura_i_pedikyura_826504878	Мастер маникюра и педикюра	сменный график	более 1 года	Фитнес, салоны красоты
10262	Москва, м. Бауманская, Бауманская улица, 16	fasovschik_shokoladnoy_produktsii_vahta_s_pitaniem_1398857955	Фасовщик шоколадной продукции вахта с питанием	вахтовый метод	не имеет значения	Без опыта, студенты
10263	"м. Алтуфьево,  
 Мытищинский р-н, д. Грибки, ул. Ангарская вл. 8 стр 11"	malyar_poroshkovoy_okraski_mozhno_bez_opyta_298252549	Маляр порошковой окраски (можно без опыта)	полный день	не имеет значения	Производство, сырьё, с/х
10264	Москва, м. Сходненская, метро Сходненская	nuzhny_rabochie_stroiteli_montazhniki_otdelochniki_1698393525	Нужны рабочие, строители монтажники отделочники			
10265	метро , Москва, м. Каширская, Каширская	avtorazborschik_avtomobiley_vaz_1586187691	Авторазборщик автомобилей ваз	свободный график	не имеет значения	Автомобильный бизнес
10266	Москва, м. Локомотив, Щёлковское шоссе, 1с1	prorab_1432128790	Прораб			
10267	Москва, м. Алексеевская, проспект Мира, 102к2	rabota_domrabotnitsa_k_287669689	Работа Домработница (к)	полный день	не имеет значения	Домашний персонал
10268	"м. Полежаевская,  
 ул. 4-ая Магистральная, д. 5"	santehnik-montazhnik_906489611	Сантехник-монтажник	полный день	не имеет значения	ЖКХ, эксплуатация
10269	"м. Верхние Лихоборы,  
 Ильменский проезд д 10 стр 3А"	administrator_avtomoyki_1127599800	Администратор автомойки	полный день	более 1 года	Автомобильный бизнес
10271	Москва, м. Проспект Мира, улица Щепкина, 33	posudomoyschitsa_ik_1339398711	Посудомойщица (ик)			
10272	Москва, м. Мичуринский проспект, улица Лобачевского, 92к2	pedagog_-nositel_angliyskogo_yazyka_1686680849	Педагог -носитель английского языка	полный день	более 3 лет	Образование, наука
10273	Москва, м. Театральная, улица Кузнецкий Мост, 4/3с1	ofitsiant_1527525975	Официант	сменный график	более 1 года	Туризм, рестораны
10275	Москва, м. Славянский бульвар, Западный административный округ, район Фили-Давыдково	montazhnik_stalnyh_i_zhelezobetonnyh_konstruktsiy_1083893653	Монтажник стальных и железобетонных конструкций	полный день	более 3 лет	Строительство
10276	Москва, м. Библиотека им. Ленина, Центральный административный округ	rabotnik_sklada_vahtovyy_metod_1523240957	Работник склада (Вахтовый метод)	вахтовый метод	не имеет значения	Без опыта, студенты
10277	"м. Улица 1905 года,  
 2 Звенигородская ул., д. 12, стр. 3"	ohrana_1177590263	Охрана			
10278		raznorabochiy_vahta_m.petrovsko-razumovskaya_1378673349	Разнорабочий вахта м.Петровско-Разумовская	вахтовый метод	не имеет значения	Строительство
10280	Москва, м. Чертановская, Котляковская улица, 2	master-priemschik_v_avtoservis_1252191713	Мастер-приемщик в автосервис	полный день	более 1 года	Автомобильный бизнес
10281	Москва, м. Чкаловская, улица Земляной Вал, 34Ас2	master_manikyura_1355365181	Мастер маникюра	сменный график	не имеет значения	Фитнес, салоны красоты
10282	Москва, м. Алтуфьево, метро Алтуфьево	uborschitsyki_-dvorniki_1598938042	Уборщицы(ки) -дворники	полный день	не имеет значения	Без опыта, студенты
10283	"м. Новогиреево,  
 Реутов, ул. Траспортная 4"	voditel_kategorii_s_na_samosval_933055154	Водитель категории С на самосвал	полный день	более 5 лет	Транспорт, логистика
10284	Москва, м. Улица 1905 года, Звенигородское шоссе, 18/20к1	uborschik_proizvodstvennyh_i_sluzhebnyh_pomescheniy_997114578	Уборщик производственных и служебных помещений			
10285	"м. Площадь революции,  
 Москва"	voditel-ekspeditor_1653578327	Водитель-экспедитор			
10286	Москва, м. Сретенский бульвар, Сретенский бульвар, 6/1с1	kurer_po_dostavke_edy_1278386531	Курьер по доставке еды	полный день	не имеет значения	Транспорт, логистика
10287	Москва, м. Профсоюзная, Новочерёмушкинская улица	vakansiya_svarschik-montazhnik_1117559293	Вакансия Сварщик-монтажник	полный день	более 3 лет	Строительство
10289	Москва, м. Новокузнецкая, Большая Татарская улица, 5с5	ozeleniteliraznorabochie_vahtoy_1443649806	Озеленители,разнорабочие (вахтой)	вахтовый метод	не имеет значения	Производство, сырьё, с/х
10291	Москва, м. Лубянка, Большой Златоустинский переулок, 7с1	ohrannik_v_biznes_tsentr_1635450615	Охранник в Бизнес центр	вахтовый метод	не имеет значения	Охрана, безопасность
10292		voditel-ekspeditor_tonary_1144536351	Водитель-экспедитор (тонары)	вахтовый метод	не имеет значения	Транспорт, логистика
10293	Москва, м. Хорошево, Хорошёвское шоссе, вл100	rabochie_stroitelnyh_spetsialnostey_1144175415	Рабочие строительных специальностей	полный день	более 3 лет	Строительство
10294	Москва, м. Ховрино, Коровинское шоссе, 37	gazosvarschik-santehnik_795212529	Газосварщик-сантехник			
10295	Москва, м. Каширская, метро Каширская	sborschik_zakazov_1277520112	Сборщик заказов	полный день	не имеет значения	Без опыта, студенты
10296	"м. Площадь революции,  
 Москва"	slesar-santehnik_1015090049	Слесарь-сантехник			
10297	Москва, м. Белорусская, Электрический переулок, 8с2	prepodavatel_angliyskogo_yazyka_ege_i_oge_957966640	Преподаватель английского языка егэ и огэ	неполный день	более 1 года	Образование, наука
10298	"м. Нагатинская,  
 1-нагатинский пр-д., д.2 стр.36"	rabota_voditelem_taksi_778677411	Работа водителем такси	свободный график	более 3 лет	Транспорт, логистика
10299		ohrannik_v_tts_zolotoy_vavilon_660886134	"Охранник в ТЦ "" Золотой Вавилон"""	сменный график	не имеет значения	Охрана, безопасность
10301	Москва, м. Сходненская, улица Фабрициуса, 41	povar_1520295564	Повар	сменный график	более 1 года	Туризм, рестораны
10302	"м. Рязанский проспект,  
 Рязанский роспект 42/1"	montazhnik_konditsionerov_1096953499	Монтажник кондиционеров			
10303	"м. Верхние Лихоборы,  
 ш Дмитровское 89, ТЦ XL"	povar_-_kassir_1636207828	Повар - кассир	сменный график	не имеет значения	Туризм, рестораны
10304	Москва, м. Новокузнецкая, Озерковский переулок, 13	raskleyschik_obyavleniy_v_tsao_vao_zao_1689088809	Расклейщик объявлений В цао, вао, зао			
10305	Москва, м. Сокольники, Сокольническая площадь, 4А	prodavets_v_otdel_kulinarii_1034101908	Продавец в отдел кулинарии	полный день	более 1 года	Продажи
10306	м. Парк культуры	gruzchiki_1208265632	Грузчики	полный день	не имеет значения	Без опыта, студенты
10307	"м. Текстильщики,  
 8-я ул Текстильщиков д11"	administrator_sayta_kontent-menedzher_sistemnyy_1554784471	Администратор сайта / контент-менеджер / системный			
10308	Москва, м. Сухаревская, Большая Сухаревская площадь, 16/18с1	prodavets-kassir_1596681649	Продавец-кассир	сменный график	более 1 года	Продажи
10309	Люблинско-Дмитровская линия, Москва, м. Верхние Лихоборы, метро Верхние Лихоборы	komplektovschik_ezhednevnye_vyplaty_1724270149	Комплектовщик ежедневные выплаты			
10310	Москва, м. Динамо, метро Динамо	nyanya_1402319120	Няня			
10311	Москва, м. Митино, метро Митино	master_na_remont_vannoy_pod_klyuch_1276458455	Мастер на ремонт ванной под ключ			
10312	"м. Юго-Западная,  
 Рябиновая 53"	uchenik_montazhnika_dverey_960478010	Ученик монтажника дверей			
10313	"м. Юго-Западная,  
 дер. Рассказовка, бульвар Андрея Тарковского, 1"	povar_v_korporativnuyu_stolovuyu_792142090	Повар в корпоративную столовую			
10315	Москва, м. Новокузнецкая, Пятницкая улица, 16с12	voditel-kurer_podrabotka_v_noch_994124227	Водитель-курьер (подработка в ночь)	сменный график	не имеет значения	Туризм, рестораны
10316	Замоскворецкая линия, Москва, м. Водный стадион, метро Водный стадион	montazhnik_1208087741	Монтажник			
10317	Москва, м. Калужская, метро Калужская	administrator_v_apart-otel_1334835791	Администратор в апарт-отель	сменный график	не имеет значения	Туризм, рестораны
10318	Москва, м. Новые Черемушки, улица Намёткина	menedzher_1448968657	Менеджер			
10320	Москва, м. Румянцево, поселение Московский, деревня Румянцево, Бизнес-парк Румянцево	trebuetsya_tonirovschik_1035123661	Требуется тонировщик			
10321		operator_almaznogo_sverleniya_i_rezki_betona_1121079411	Оператор алмазного сверления и резки бетона			
10322	"м. Славянский бульвар,  
 поселок Заречье, 13"	voditel_taksi_306213133	Водитель такси	сменный график	более 3 лет	Транспорт, логистика
10323	"м. Охотный ряд,  
 Москва"	voditel_kategorii_e_1477965662	Водитель категории Е			
10324	"м. Черкизовская,  
 ул. Амурская д.1 стр.30"	menedzher_po_prodazham_933393285	Менеджер по продажам	полный день	более 1 года	Продажи
10325	Москва, м. Охотный ряд, Манежная площадь	ohranniki_na_dnevnye_smeny_moskva_1150678316	Охранники на дневные смены Москва	сменный график	не имеет значения	Охрана, безопасность
10326	Москва, м. Улица 1905 года, Большой Трёхгорный переулок, 4с2	uborschitsyki_1618940054	Уборщицы/ки	полный день	не имеет значения	Образование, наука
10327	"м. Перово,  
 1 Владимирская 12А"	montazhnik_okon_pvh_osteklenie_balkonov_595346274	Монтажник окон пвх, остекление балконов	сменный график	более 1 года	Строительство
10328	Москва, м. Шипиловская, Шипиловская улица, 58к1	trebuetsya_kosmetolog_291126319	Требуется косметолог	полный день	не имеет значения	Фитнес, салоны красоты
10329	Москва, м. Автозаводская, 3-й Автозаводский проезд	elektrosvarschik_ruchnoy_svarki_1305369424	Электросварщик ручной сварки	полный день	более 1 года	Строительство
10330	Москва, м. Беляево, улица Миклухо-Маклая, 36	parikmaher_1507563337	Парикмахер	свободный график	более 3 лет	Фитнес, салоны красоты
10331	"м. Новокосино,  
 г.Реутов, ш.Энтузиастов вл.19"	prodavets_s_prozhivaniem_1111478713	Продавец с проживанием	полный день	более 3 лет	Продажи
10332	Москва, м. Павелецкая, метро Павелецкая	menedzher_po_prodazham_1576977936	Менеджер по продажам			
10333	Москва, м. Беляево, площадь Мартина Лютера Кинга	kamenschiki_1174743565	Каменьщики			
10334	Большая кольцевая линия, Москва, м. ЦСКА, метро ЦСКА	prodavets-konsultant_m._tsska_1035748871	Продавец-консультант (м. цска)	сменный график	не имеет значения	Продажи
10335	Москва, м. Пролетарская, метро Пролетарская	administratoroperator_na_telefone_1329812186	Администратор\оператор на телефоне	полный день	не имеет значения	Административная работа
10336	Москва, м. Площадь Гагарина, улица Вавилова, 7	upravlyayuschiy_1431415955	Управляющий	полный день	не имеет значения	Управление персоналом
10338	"м. Охотный ряд,  
 Москва"	vahta_2010-prozhivanie-avansy-sortirovschikitsy_1665042394	Вахта 20\10-проживание-авансы-сортировщики(цы)	вахтовый метод	не имеет значения	Производство, сырьё, с/х
10339	Москва, м. ВДНХ, улица Космонавтов, 4	voditel_taksi_945542342	Водитель такси	сменный график	более 3 лет	Транспорт, логистика
10340	"м. Марксистская,  
 Воронцовская, д.2/10, стр.3"	master_po_naraschivaniyu_resnits_552775359	Мастер по наращиванию ресниц	сменный график	более 1 года	Фитнес, салоны красоты
10341	Москва, м. Красные ворота, Каланчёвская улица, 11с3	sborschik_myagkih_igrushek_vahta_1455046238	Сборщик мягких игрушек (вахта)	вахтовый метод	не имеет значения	Без опыта, студенты
10342	Москва, м. Юго-Западная, проспект Вернадского, 86А	prodavets-konsultant_673370363	Продавец-консультант	сменный график	не имеет значения	Продажи
10345		priglashaem_voditeley_v_taksi_est_bonusy_1041450034	Приглашаем водителей в такси (Есть бонусы)	свободный график	не имеет значения	Автомобильный бизнес
10346	"м. Бауманская,  
 ул. Бакунинская, д.23/41"	voditel_po_dostavke_pitstsy_m._baumanskaya_523161502	Водитель по доставке пиццы (м. Бауманская)	сменный график	не имеет значения	Туризм, рестораны
10347	"м. Улица академика Янгеля,  
 Ул россошанская д 4кор2"	parikmaher_universal_1110522748	Парикмахер универсал			
10348	"м. Сходненская,  
 Путилковское шоссе 11"	avtoslesar_1133647985	Автослесарь			
10349	Арбатско-Покровская линия, Москва, м. Молодежная, метро Молодёжная	plitochniki_998136058	Плиточники			
10350	"ОС_Москва, м. Красносельская, ""Тройка"", ул. Верхняя Красносельская, д3А"	prodavets_kassir_tts_troyka_822950052	Продавец кассир ТЦ Тройка	свободный график	не имеет значения	Продажи
10351	Москва, м. Крымская, улица Дмитрия Ульянова, 51	shtukatur_-_malyar_1692077940	Штукатур - маляр			
10353	Москва, м. Братиславская, Братиславская улица, 29к1	zvukorezhisser_1046093472	Звукорежиссер			
10354	Москва, м. Комсомольская, Краснопрудная улица, 1	kassir_metro_komsomolskaya_1371473091	Кассир (Метро Комсомольская)	полный день	не имеет значения	Без опыта, студенты
10356	Москва, м. Марксистская, улица Александра Солженицына, 27	upakovschik_parfyumerii_vahta_smena_podrabotka_1571333323	Упаковщик парфюмерии вахта смена подработка	вахтовый метод	не имеет значения	Производство, сырьё, с/х
10357		kassir_prodavets_m._shabolovskaya_510868132	Кассир продавец м. Шаболовская	полный день	не имеет значения	Продажи
10358	Москва, м. Арбатская, улица Новый Арбат, 11с1	personalnyy_voditel_wheely_1716492388	Персональный водитель Wheely	сменный график	более 3 лет	Автомобильный бизнес
10359	Москва, м. Речной вокзал, Фестивальная улица, 41к1	master_nogtevogo_servisa_1496564500	Мастер ногтевого сервиса	сменный график	более 1 года	Фитнес, салоны красоты
10360	Москва, м. Авиамоторная, Авиамоторная улица, 26	gruzchik_1241875491	Грузчик	свободный график	не имеет значения	Транспорт, логистика
10362	"м. Печатники,  
 улица Шоссейная 92"	instruktor-kinolog_kinologicheskogo_otdeleniya_947285611	Инструктор-кинолог кинологического отделения	сменный график	не имеет значения	Госслужба, НКО
10363	Москва, м. Нагорная, Электролитный проезд, 3	trebuyutsya_markirovschiki_tovara_upakovschiki_zakazov_1007450820	Требуются маркировщики товара / упаковщики заказов	сменный график	не имеет значения	Без опыта, студенты
10364	Москва, м. Алма-Атинская, Капотня, 2-й квартал, д.1, корп.3	voditel_kat._vs_ilosos_619343169	Водитель кат. вс (илосос)	вахтовый метод	более 3 лет	Строительство
10365	Москва, м. Братиславская, улица Перерва, 56/2	barmen_1276940037	Бармен	полный день	не имеет значения	Туризм, рестораны
10366	Москва, м. Солнцево, Попутная улица, 6	gladilschiki_v_himchistku_1506694126	Гладильщики в Химчистку			
10367	"м. Бибирево,  
 Алтуфьевское шоссе, д.48, к.1, офис 305 (этаж 3)"	menedzher_na_domu_okna_balkony_otdelka_870162607	Менеджер на дому (окна, балконы, отделка)	полный день	более 1 года	Строительство
10368	"м. Марьина Роща,  
 ул Сущевский Вал 31 стр 1"	kassir-_povar_1419304581	Кассир- повар	сменный график	не имеет значения	Туризм, рестораны
10369	Москва, м. Проспект Вернадского, улица Лобачевского	otdelochnik_universal_1340530536	Отделочник универсал	полный день	более 3 лет	Строительство
10370	Москва, м. Нагатинская, Нагатинская улица, 1с4	v_kafe_trebuetsya_povar_1589341538	В кафе требуется повар			
10371	Москва, м. Лужники, Центральный административный округ, район Хамовники	ohrannik_na_vahtu_1313612540	Охранник на вахту	вахтовый метод	не имеет значения	Охрана, безопасность
10372	"м. Волгоградский проспект,  
 Михайловский проезд д 3 стр 13"	menedzher_po_prodazhe_ofisnoy_mebeli_538432609	Менеджер по продаже офисной мебели	полный день	не имеет значения	Продажи
10374	Таганско-Краснопресненская линия, Москва, м. Китай-город, метро Китай-город	gruzchiki_1438303479	Грузчики	свободный график	не имеет значения	Без опыта, студенты
10375	Москва, м. Волгоградский проспект, Волгоградский проспект, 32к2	torgovyy_predstavitel_1651733290	Торговый представитель			
10377	Москва, м. Спортивная, Усачёва улица, 26	barista_alternativnoe_zavarivanie_kofe_1483532147	Бариста (альтернативное заваривание кофе)			
10378	"м. Охотный ряд,  
 Город Домодедово"	ustanovschik_mezhkomnatnyh_dverey_1099228950	Установщик межкомнатных дверей			
10379	Москва, м. Лермонтовский проспект, улица Липчанского, 3	povar-sushist_981348433	Повар-сушист	полный день	не имеет значения	Туризм, рестораны
10380	Москва, м. Тропарево, улица Островитянова, 7	pomoschnik_arbitrazhnogo_upravlyayuschego_1150426291	Помощник арбитражного управляющего			
10381	Москва, м. ВДНХ, улица Космонавтов, 18	gruzchik_vahtovym_metodom_prozhivaniepitanieproezd_1461712035	Грузчик вахтовым методом проживание/питание/проезд	вахтовый метод	не имеет значения	Без опыта, студенты
10382		voditel_taksi_1194116323	Водитель такси	сменный график	не имеет значения	Транспорт, логистика
10383	Москва, м. Лубянка, Лубянская площадь	voditel_taksi_1172793408	Водитель такси	вахтовый метод	не имеет значения	Транспорт, логистика
10384		mashinist_ekskavatora_1513758319	Машинист экскаватора			
10385	Москва, м. Речной вокзал, Фестивальная улица	gornichnaya_1121046190	Горничная			
10386	Москва, м. Чистые пруды, Чистые пруды	podsobniki_1542358409	Подсобники			
10388	"м. Тульская,  
 Даниловская наб. д. 8 стр. 23"	avtomoyschiktsa_1047366034	Автомойщик(ца)			
10389	"м. Университет,  
 Ломоносов, Дворцовый проспект, д.9"	uborschitsauborschik_1660772458	Уборщица/уборщик			
10391		ekskavatorschik_mashinist_ekskavatora_1150911641	Экскаваторщик, машинист экскаватора			
10392	Москва, м. Коптево, Большая Академическая улица	promouter_na_razdachu_listovok_1469396135	Промоутер на раздачу листовок	неполный день	более 1 года	Без опыта, студенты
10393	"м. Рижская,  
 Сокольнический вал, д.1Ж, стр.4"	pomoschnik_administratora_obschezhitiya_1198392066	Помощник администратора общежития			
10394	Москва, м. Бибирево, проезд Черского, 27А	otdelka_pomescheniy_pod_klyuch_1634977210	Отделка помещений под ключ	полный день	не имеет значения	Строительство
10395	"м. Бульвар адмирала Ушакова,  
 Адмирала Лазарева, д.6"	promoutr_668563751	Промоутр			
10396	"м. Бибирево,  
 Мурановская 5"	prorab_rukovoditel_po_remontam_kvartir_805160877	Прораб / Руководитель по ремонтам квартир	полный день	более 3 лет	Строительство
10397	Кольцевая линия, Москва, м. Парк культуры, метро Парк культуры	nyanya_dlya_malchika_5_let_1661018212	Няня для мальчика 5 лет			
10398		prodavets-konsultant_salony_svyazi_bilayn_980848847	Продавец-консультант (салоны связи Билайн)	полный день	не имеет значения	Без опыта, студенты
10399	Москва, м. Тушинская, Строительный проезд, 7Ак3	otdelochnik-universal_1538887144	Отделочник-универсал			
10400	Москва, м. Строгино, метро Строгино	voditel_kategorii_e_na_avtovoz_1469780001	Водитель категории Е (на автовоз)	полный день	более 1 года	Транспорт, логистика
10401	Москва, м. Октябрьское поле, метро Октябрьское Поле	voditel_avtomobilya_biznes_klassa_1461762009	Водитель автомобиля бизнес класса	сменный график	более 10 лет	Транспорт, логистика
10403	Москва, м. Речной вокзал, Фестивальная улица, 7	voditel_taksi_1309344834	Водитель такси	свободный график	не имеет значения	Без опыта, студенты
10404		barmen_697016368	Бармен	полный день	более 1 года	Туризм, рестораны
10405	Москва, м. Площадь Гагарина, 2-й Донской проезд, 9	uborschik_uborschitsa_1651647626	Уборщик уборщица	полный день	более 1 года	Без опыта, студенты
10406	Москва, м. Нижегородская, Андроновское шоссе, 26	pomosch_povaru_myte_posudy_1667230737	Помощь Повару, мытье посуды			
10407	Москва, м. Беговая, метро Беговая	politseyskiy_1651591004	Полицейский	полный день	не имеет значения	Юриспруденция
10408	Москва, м. Братиславская, метро Братиславская	voditel_taksi_zarplata_prozhivanie_vahta_1381407906	Водитель такси Зарплата Проживание Вахта	сменный график	не имеет значения	Транспорт, логистика
